age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,y
34,blue-collar,married,secondary,no,800,no,no,cellular,144,1,-1,0,unknown,yes
32,management,married,tertiary,no,376,yes,no,cellular,248,4,-1,0,unknown,yes
57,retired,married,secondary,no,663,no,no,cellular,107,2,-1,0,unknown,no
34,management,married,tertiary,no,0,yes,no,telephone,60,1,-1,0,unknown,no
41,management,married,primary,no,469,yes,yes,cellular,344,1,-1,0,unknown,no
47,unemployed,married,secondary,no,3188,yes,no,cellular,426,3,-1,0,unknown,no
33,technician,married,tertiary,no,480,yes,no,unknown,169,4,-1,0,unknown,no
59,management,married,tertiary,no,2319,yes,no,unknown,132,32,-1,0,unknown,no
49,entrepreneur,married,tertiary,no,763,no,no,cellular,129,4,-1,0,unknown,no
29,management,single,tertiary,no,536,no,no,cellular,418,2,-1,0,unknown,no
27,services,single,secondary,no,1,yes,yes,unknown,162,3,-1,0,unknown,no
51,admin.,married,secondary,no,513,yes,no,unknown,534,1,-1,0,unknown,no
52,entrepreneur,divorced,secondary,no,7,no,no,cellular,150,5,-1,0,unknown,no
37,technician,married,tertiary,no,4596,yes,no,cellular,218,2,211,4,success,no
36,management,single,tertiary,no,1283,no,no,cellular,92,5,-1,0,unknown,no
52,technician,married,secondary,no,136,no,no,cellular,88,5,-1,0,unknown,no
35,technician,married,secondary,no,257,yes,yes,cellular,307,4,-1,0,unknown,no
55,management,married,tertiary,no,505,yes,no,cellular,58,1,316,1,other,no
31,admin.,married,secondary,no,35,no,no,cellular,615,1,-1,0,unknown,yes
63,management,married,tertiary,no,5112,no,no,telephone,2184,2,95,3,failure,yes
53,blue-collar,married,secondary,no,6112,no,no,cellular,211,1,86,1,success,no
28,entrepreneur,single,tertiary,no,135,yes,no,unknown,195,1,-1,0,unknown,no
36,management,married,tertiary,no,753,no,no,cellular,76,4,-1,0,unknown,no
41,technician,single,secondary,no,1508,no,yes,cellular,301,2,-1,0,unknown,no
36,management,married,secondary,no,644,yes,no,cellular,54,2,-1,0,unknown,no
26,services,single,secondary,no,335,no,no,telephone,393,2,-1,0,unknown,no
39,blue-collar,married,primary,no,1014,no,no,cellular,261,4,-1,0,unknown,no
55,blue-collar,married,secondary,no,840,yes,no,unknown,310,2,-1,0,unknown,no
45,blue-collar,married,secondary,no,4022,yes,no,cellular,244,3,-1,0,unknown,no
36,management,single,tertiary,no,0,no,yes,cellular,300,1,96,4,failure,no
34,management,single,tertiary,no,2360,yes,no,cellular,137,2,176,1,failure,no
43,blue-collar,single,primary,no,999,yes,no,unknown,317,1,-1,0,unknown,no
45,blue-collar,married,primary,no,101,yes,no,unknown,460,5,-1,0,unknown,yes
38,services,married,secondary,no,2600,no,no,unknown,27,2,-1,0,unknown,no
46,technician,married,secondary,no,57,no,no,unknown,796,1,-1,0,unknown,yes
48,management,married,tertiary,no,879,no,no,cellular,136,3,-1,0,unknown,no
40,admin.,single,tertiary,no,1005,yes,no,cellular,449,1,-1,0,unknown,no
35,admin.,married,secondary,no,287,yes,no,cellular,115,3,245,8,failure,no
50,blue-collar,married,primary,no,1179,no,no,unknown,30,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,156,yes,no,cellular,393,3,-1,0,unknown,no
32,admin.,married,secondary,no,200,no,no,cellular,729,1,29,3,failure,yes
41,entrepreneur,married,tertiary,no,2249,yes,no,telephone,231,5,-1,0,unknown,no
37,services,divorced,secondary,no,532,yes,no,unknown,199,1,-1,0,unknown,no
56,management,married,primary,no,0,no,no,cellular,996,1,-1,0,unknown,yes
53,blue-collar,married,secondary,no,1140,yes,no,unknown,241,32,-1,0,unknown,no
28,blue-collar,married,primary,no,4,yes,no,unknown,7,1,-1,0,unknown,no
23,blue-collar,single,secondary,no,336,yes,no,cellular,500,1,-1,0,unknown,no
42,admin.,married,secondary,no,101,yes,no,unknown,32,3,-1,0,unknown,no
41,management,married,tertiary,no,0,yes,no,cellular,897,3,-1,0,unknown,yes
49,unemployed,divorced,secondary,no,495,yes,no,unknown,40,5,-1,0,unknown,no
40,blue-collar,single,secondary,no,1101,yes,no,unknown,214,1,-1,0,unknown,no
32,admin.,single,secondary,no,1649,no,no,cellular,204,2,-1,0,unknown,no
49,management,divorced,secondary,no,-46,yes,no,unknown,1055,10,-1,0,unknown,yes
44,entrepreneur,married,secondary,no,887,yes,no,cellular,93,2,-1,0,unknown,no
31,technician,single,secondary,no,3588,no,no,telephone,64,27,-1,0,unknown,no
50,management,single,tertiary,no,567,yes,no,cellular,50,1,258,8,failure,no
41,self-employed,single,tertiary,no,3950,yes,no,unknown,96,2,-1,0,unknown,no
39,blue-collar,married,secondary,no,-219,yes,no,cellular,101,1,-1,0,unknown,no
32,entrepreneur,married,secondary,no,-242,yes,no,cellular,1202,3,-1,0,unknown,yes
38,management,single,tertiary,no,194,no,no,cellular,561,2,-1,0,unknown,no
31,services,married,secondary,no,447,no,no,cellular,327,3,77,3,success,yes
52,management,married,tertiary,no,19797,yes,no,unknown,966,3,-1,0,unknown,no
32,technician,married,tertiary,no,636,yes,no,cellular,370,1,116,4,success,yes
23,blue-collar,single,secondary,no,9,yes,no,unknown,544,1,-1,0,unknown,no
42,blue-collar,married,primary,no,199,yes,no,cellular,272,1,-1,0,unknown,no
44,technician,married,secondary,no,608,no,no,cellular,128,2,-1,0,unknown,no
31,self-employed,single,tertiary,no,3361,no,no,cellular,457,2,-1,0,unknown,no
35,admin.,married,tertiary,no,6,no,no,cellular,130,2,-1,0,unknown,no
33,services,married,secondary,no,70,yes,no,cellular,333,3,-1,0,unknown,no
47,services,divorced,secondary,no,-116,no,yes,cellular,160,3,-1,0,unknown,no
33,management,divorced,tertiary,no,0,no,no,cellular,305,2,-1,0,unknown,no
45,admin.,married,unknown,no,323,no,no,telephone,56,4,7,6,other,no
31,blue-collar,married,secondary,no,297,yes,no,unknown,480,1,-1,0,unknown,no
56,management,married,tertiary,no,1407,no,no,cellular,388,1,-1,0,unknown,no
29,blue-collar,single,primary,no,145,no,no,unknown,452,1,-1,0,unknown,no
34,services,married,secondary,no,0,yes,no,cellular,75,3,-1,0,unknown,no
27,student,single,secondary,no,538,no,no,cellular,170,4,197,2,success,yes
53,admin.,married,secondary,no,849,yes,no,cellular,3102,3,-1,0,unknown,yes
42,blue-collar,married,primary,no,321,yes,no,unknown,147,3,-1,0,unknown,no
35,services,divorced,primary,no,55,no,no,cellular,165,4,-1,0,unknown,no
30,services,married,secondary,no,2261,yes,yes,cellular,250,2,-1,0,unknown,no
28,blue-collar,married,secondary,no,-470,yes,no,cellular,275,2,-1,0,unknown,no
64,retired,married,tertiary,no,2059,no,yes,cellular,326,1,95,1,other,no
30,blue-collar,single,secondary,no,1012,yes,no,cellular,22,3,329,1,failure,no
38,admin.,married,secondary,no,257,yes,no,cellular,10,5,-1,0,unknown,no
44,technician,divorced,secondary,no,26,no,no,telephone,190,1,-1,0,unknown,no
46,unknown,married,unknown,no,2505,no,no,unknown,135,2,-1,0,unknown,no
27,entrepreneur,single,secondary,no,376,yes,yes,cellular,273,1,-1,0,unknown,no
40,admin.,single,secondary,no,0,yes,no,cellular,341,1,-1,0,unknown,no
37,management,married,tertiary,no,636,no,yes,unknown,338,2,-1,0,unknown,no
42,blue-collar,married,secondary,no,-921,yes,no,unknown,115,2,-1,0,unknown,no
37,retired,married,secondary,no,71,no,yes,cellular,254,1,-1,0,unknown,no
45,blue-collar,married,primary,no,323,yes,no,unknown,276,2,-1,0,unknown,no
43,services,married,primary,no,29,no,no,telephone,259,8,-1,0,unknown,no
40,technician,married,secondary,no,1269,yes,no,cellular,353,1,172,1,failure,no
33,blue-collar,divorced,secondary,no,865,yes,no,cellular,158,2,-1,0,unknown,no
33,technician,single,tertiary,no,196,yes,no,cellular,183,5,-1,0,unknown,no
32,services,single,secondary,no,1168,yes,no,cellular,411,1,-1,0,unknown,yes
45,services,divorced,secondary,no,0,yes,yes,cellular,173,1,192,1,failure,no
55,admin.,married,secondary,no,51,no,no,cellular,94,2,-1,0,unknown,no
32,blue-collar,married,secondary,no,320,yes,no,unknown,198,2,-1,0,unknown,no
60,technician,divorced,secondary,no,367,no,no,cellular,318,2,-1,0,unknown,yes
32,management,married,tertiary,no,55,no,no,cellular,124,3,-1,0,unknown,no
36,technician,married,secondary,no,474,yes,no,unknown,59,1,-1,0,unknown,no
27,management,single,tertiary,no,450,yes,no,unknown,49,1,-1,0,unknown,no
45,blue-collar,married,secondary,no,10252,no,no,cellular,173,1,141,2,success,yes
44,admin.,married,secondary,no,1696,no,no,unknown,139,3,-1,0,unknown,no
37,services,married,secondary,no,20,yes,no,telephone,151,5,-1,0,unknown,no
57,services,married,secondary,no,0,yes,no,cellular,16,9,282,3,other,no
36,admin.,married,secondary,no,-323,yes,no,cellular,118,8,-1,0,unknown,no
43,management,married,tertiary,no,0,yes,no,cellular,110,1,-1,0,unknown,no
34,management,married,secondary,no,724,yes,no,cellular,305,1,-1,0,unknown,no
49,technician,married,tertiary,no,3726,no,no,cellular,875,2,-1,0,unknown,yes
52,services,married,tertiary,no,1135,yes,yes,unknown,514,5,-1,0,unknown,no
42,blue-collar,married,secondary,no,1657,yes,yes,cellular,155,1,-1,0,unknown,no
26,student,single,secondary,no,611,no,no,cellular,455,3,-1,0,unknown,no
34,housemaid,divorced,secondary,no,787,yes,no,cellular,665,1,-1,0,unknown,no
35,unemployed,married,tertiary,no,-94,yes,no,cellular,354,1,-1,0,unknown,no
27,management,single,tertiary,no,497,no,no,cellular,125,1,-1,0,unknown,no
46,entrepreneur,married,tertiary,no,954,yes,yes,cellular,532,2,-1,0,unknown,no
21,blue-collar,married,secondary,no,223,yes,no,unknown,155,1,-1,0,unknown,no
45,admin.,divorced,secondary,no,0,no,no,cellular,264,1,-1,0,unknown,yes
34,management,married,tertiary,no,676,no,no,cellular,156,1,177,1,success,no
45,services,married,secondary,no,-158,yes,no,unknown,91,1,-1,0,unknown,no
48,blue-collar,married,primary,no,-254,yes,no,cellular,210,2,346,1,other,no
52,blue-collar,married,primary,no,2144,yes,no,unknown,60,1,-1,0,unknown,no
27,technician,single,secondary,no,78,yes,yes,cellular,5,2,-1,0,unknown,no
39,technician,single,secondary,no,316,no,no,cellular,100,1,-1,0,unknown,no
47,technician,married,secondary,no,-107,no,no,cellular,236,2,-1,0,unknown,no
44,technician,divorced,secondary,no,1196,yes,no,unknown,202,1,-1,0,unknown,no
40,blue-collar,married,unknown,no,638,yes,yes,cellular,68,3,254,2,failure,no
43,blue-collar,divorced,secondary,no,47,yes,yes,cellular,163,2,370,1,failure,no
60,management,married,tertiary,no,3876,no,yes,cellular,445,3,-1,0,unknown,no
33,technician,married,secondary,no,3071,yes,yes,cellular,46,2,122,1,failure,no
47,technician,married,tertiary,no,3690,no,no,cellular,228,2,-1,0,unknown,no
38,services,single,secondary,no,1315,no,no,unknown,23,12,-1,0,unknown,no
27,student,single,secondary,no,2784,yes,no,telephone,153,1,328,1,failure,no
48,admin.,divorced,secondary,no,-513,yes,no,cellular,54,4,362,1,other,no
39,services,married,secondary,no,0,yes,yes,unknown,240,3,-1,0,unknown,no
31,admin.,married,secondary,no,5,no,no,unknown,102,1,-1,0,unknown,no
32,management,divorced,tertiary,no,948,no,no,cellular,204,2,-1,0,unknown,no
37,management,single,tertiary,no,455,yes,no,cellular,904,6,-1,0,unknown,yes
45,admin.,married,secondary,no,248,no,no,cellular,212,2,-1,0,unknown,no
57,retired,married,primary,no,-171,yes,no,unknown,397,2,-1,0,unknown,no
48,technician,married,secondary,no,219,yes,yes,unknown,154,4,-1,0,unknown,no
67,blue-collar,married,secondary,no,16353,no,no,cellular,223,2,-1,0,unknown,no
57,retired,married,secondary,no,2714,no,no,cellular,106,2,-1,0,unknown,no
36,admin.,single,secondary,no,206,yes,no,unknown,183,1,-1,0,unknown,no
44,self-employed,married,secondary,no,1310,yes,no,unknown,290,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,854,yes,yes,cellular,181,1,-1,0,unknown,no
31,entrepreneur,single,secondary,no,0,yes,no,telephone,544,2,-1,0,unknown,no
30,technician,single,secondary,no,323,no,no,cellular,116,1,151,3,failure,no
31,management,single,tertiary,no,4509,yes,no,unknown,207,3,-1,0,unknown,no
32,blue-collar,single,secondary,no,116,no,no,unknown,392,1,-1,0,unknown,no
38,services,single,secondary,no,70,yes,no,cellular,150,3,-1,0,unknown,no
31,technician,married,tertiary,no,3338,yes,no,cellular,122,2,185,2,success,no
34,blue-collar,single,secondary,no,-603,no,no,cellular,164,4,-1,0,unknown,no
40,management,married,tertiary,no,-117,yes,no,cellular,770,2,-1,0,unknown,no
28,technician,single,secondary,no,417,yes,yes,cellular,188,2,366,2,other,no
40,blue-collar,divorced,primary,no,190,yes,yes,cellular,139,1,346,2,failure,no
44,self-employed,married,tertiary,no,4411,yes,no,cellular,85,1,-1,0,unknown,no
31,management,married,tertiary,no,1402,no,no,cellular,104,2,-1,0,unknown,no
57,blue-collar,divorced,primary,no,3111,no,no,unknown,92,6,-1,0,unknown,no
32,blue-collar,married,secondary,no,1780,yes,yes,unknown,238,6,-1,0,unknown,no
46,services,divorced,secondary,no,0,no,no,cellular,407,1,150,3,success,no
52,retired,married,primary,no,752,yes,no,telephone,339,4,347,2,failure,no
40,technician,married,tertiary,no,1207,no,no,cellular,105,3,-1,0,unknown,no
48,blue-collar,married,primary,no,1678,no,no,cellular,263,2,-1,0,unknown,no
50,blue-collar,divorced,secondary,no,204,yes,yes,unknown,421,1,-1,0,unknown,no
55,housemaid,married,primary,no,43,no,yes,unknown,464,3,-1,0,unknown,no
37,technician,married,secondary,no,2209,no,no,unknown,167,2,-1,0,unknown,no
26,blue-collar,single,tertiary,no,567,no,no,cellular,421,1,-1,0,unknown,yes
58,retired,married,tertiary,no,2199,no,no,telephone,65,1,-1,0,unknown,no
35,services,married,secondary,no,456,yes,yes,unknown,100,4,-1,0,unknown,no
45,blue-collar,divorced,primary,no,452,yes,no,cellular,96,1,-1,0,unknown,no
34,entrepreneur,married,primary,no,7279,yes,no,cellular,882,1,-1,0,unknown,yes
28,admin.,married,secondary,no,147,yes,yes,cellular,82,1,-1,0,unknown,no
38,management,married,tertiary,no,-299,yes,no,cellular,86,3,-1,0,unknown,no
33,management,single,tertiary,no,20,no,no,cellular,329,2,-1,0,unknown,no
52,technician,married,secondary,no,98,yes,no,cellular,103,1,245,2,failure,no
52,admin.,married,secondary,no,0,no,yes,telephone,60,1,-1,0,unknown,no
40,blue-collar,married,primary,no,2880,yes,no,unknown,145,2,-1,0,unknown,no
37,blue-collar,married,primary,no,89,no,yes,telephone,336,4,-1,0,unknown,no
62,management,divorced,tertiary,no,5943,no,no,telephone,196,4,-1,0,unknown,yes
43,housemaid,married,primary,no,685,no,no,cellular,77,7,-1,0,unknown,no
34,management,divorced,tertiary,no,5754,yes,no,cellular,32,1,181,1,failure,no
39,blue-collar,married,primary,no,5,yes,no,unknown,167,1,-1,0,unknown,no
30,management,single,tertiary,no,5561,yes,no,cellular,195,1,100,1,success,yes
30,services,single,secondary,no,572,yes,no,cellular,237,1,319,4,other,no
39,services,married,secondary,no,64,no,no,cellular,100,3,-1,0,unknown,no
35,housemaid,married,secondary,no,738,yes,no,cellular,81,9,-1,0,unknown,no
34,management,single,tertiary,no,11350,yes,no,cellular,159,1,-1,0,unknown,no
33,blue-collar,married,tertiary,no,221,yes,no,unknown,122,7,-1,0,unknown,no
56,management,married,tertiary,no,247,no,no,cellular,44,2,-1,0,unknown,no
32,blue-collar,married,secondary,no,0,no,no,cellular,350,1,-1,0,unknown,no
45,admin.,divorced,secondary,no,397,yes,yes,cellular,582,1,95,2,success,yes
48,housemaid,married,primary,no,283,yes,no,telephone,383,7,-1,0,unknown,no
78,retired,divorced,primary,no,55,no,no,telephone,143,3,90,1,other,no
35,entrepreneur,married,tertiary,no,0,no,no,cellular,74,1,168,4,failure,no
51,unemployed,married,secondary,no,74,no,yes,cellular,289,3,-1,0,unknown,no
26,blue-collar,single,secondary,no,384,yes,no,cellular,16,1,364,2,other,no
58,management,married,tertiary,no,246,yes,no,cellular,245,2,288,2,failure,no
32,blue-collar,married,primary,no,80,yes,no,unknown,614,2,-1,0,unknown,no
71,retired,married,secondary,no,951,no,yes,cellular,83,1,-1,0,unknown,no
51,blue-collar,married,primary,no,21,no,no,unknown,153,1,-1,0,unknown,no
37,technician,married,secondary,no,95,no,no,cellular,454,3,-1,0,unknown,no
42,management,single,tertiary,no,0,no,no,cellular,99,1,-1,0,unknown,no
40,blue-collar,married,primary,no,1758,yes,no,unknown,1230,3,-1,0,unknown,yes
55,unknown,married,primary,no,2074,no,no,unknown,19,4,-1,0,unknown,no
60,blue-collar,married,primary,no,493,no,no,cellular,671,4,-1,0,unknown,yes
35,technician,single,tertiary,no,122,no,no,cellular,49,5,328,5,failure,no
31,admin.,married,secondary,no,685,yes,no,cellular,552,1,329,3,failure,yes
31,technician,single,secondary,no,49,yes,no,cellular,234,1,-1,0,unknown,no
35,management,single,secondary,no,138,yes,yes,cellular,79,1,-1,0,unknown,no
50,admin.,single,secondary,no,424,yes,no,unknown,72,2,-1,0,unknown,no
51,housemaid,married,primary,no,1138,no,no,cellular,265,3,-1,0,unknown,no
56,retired,married,secondary,no,0,no,no,cellular,71,3,-1,0,unknown,no
51,admin.,married,unknown,yes,-12,no,no,cellular,18,7,-1,0,unknown,no
51,management,married,secondary,no,2632,no,no,unknown,137,1,-1,0,unknown,no
60,blue-collar,married,primary,no,1262,yes,yes,unknown,1015,1,-1,0,unknown,yes
39,admin.,single,secondary,no,163,yes,no,cellular,107,2,-1,0,unknown,no
27,technician,single,secondary,no,155,yes,no,cellular,26,4,-1,0,unknown,no
41,management,married,tertiary,no,5,no,no,unknown,178,1,-1,0,unknown,no
31,blue-collar,married,primary,no,845,no,no,cellular,148,2,-1,0,unknown,no
42,management,married,tertiary,no,99,no,no,cellular,92,4,-1,0,unknown,no
61,retired,married,secondary,no,2011,no,no,cellular,292,1,578,2,failure,no
47,housemaid,married,secondary,no,2524,no,no,cellular,105,1,-1,0,unknown,yes
48,blue-collar,divorced,secondary,no,4597,yes,no,cellular,285,1,-1,0,unknown,no
29,blue-collar,single,secondary,no,322,no,no,unknown,434,1,96,6,other,yes
28,entrepreneur,single,tertiary,no,224,yes,no,cellular,567,2,-1,0,unknown,no
48,admin.,divorced,secondary,no,0,yes,yes,cellular,248,1,89,1,failure,no
40,unemployed,divorced,secondary,no,507,yes,no,cellular,134,1,266,7,failure,no
52,blue-collar,married,secondary,no,5614,yes,no,unknown,177,3,-1,0,unknown,no
58,retired,married,secondary,no,3382,no,yes,cellular,294,2,309,2,failure,no
32,admin.,divorced,secondary,no,4,yes,no,cellular,48,1,-1,0,unknown,no
32,services,single,tertiary,no,945,no,no,cellular,531,1,-1,0,unknown,yes
32,blue-collar,single,primary,no,5418,yes,no,unknown,25,6,-1,0,unknown,no
36,technician,married,secondary,no,432,yes,no,cellular,65,2,-1,0,unknown,no
33,management,single,tertiary,no,641,yes,no,cellular,147,1,253,7,other,no
44,admin.,married,secondary,no,497,yes,no,cellular,321,3,270,2,other,no
28,technician,single,tertiary,no,1050,yes,no,unknown,293,1,-1,0,unknown,no
36,admin.,single,secondary,no,8785,yes,no,cellular,425,2,-1,0,unknown,no
54,admin.,married,secondary,no,426,yes,no,unknown,205,1,-1,0,unknown,no
37,admin.,single,secondary,no,728,no,no,cellular,129,1,174,2,other,yes
47,unemployed,married,secondary,no,2024,no,no,unknown,169,1,-1,0,unknown,no
30,management,married,tertiary,no,101,yes,no,cellular,88,1,-1,0,unknown,no
31,self-employed,single,tertiary,no,3343,no,no,cellular,365,1,94,1,success,yes
43,management,married,tertiary,no,0,yes,no,cellular,240,3,293,5,failure,no
34,management,single,tertiary,no,1070,no,no,cellular,91,15,-1,0,unknown,no
39,blue-collar,single,secondary,no,653,no,no,unknown,54,4,-1,0,unknown,no
27,management,married,secondary,no,2071,no,no,cellular,449,1,-1,0,unknown,yes
37,blue-collar,married,secondary,no,4321,no,no,cellular,421,2,95,1,success,no
32,management,single,tertiary,no,697,no,no,cellular,210,3,-1,0,unknown,no
45,entrepreneur,married,secondary,no,128,no,yes,cellular,275,2,-1,0,unknown,no
46,technician,married,tertiary,no,405,no,no,cellular,138,3,-1,0,unknown,no
35,self-employed,single,secondary,no,690,yes,no,cellular,1012,1,-1,0,unknown,no
45,unemployed,married,secondary,no,-407,yes,no,cellular,320,3,371,2,failure,no
54,admin.,single,secondary,no,2423,no,no,unknown,75,4,-1,0,unknown,no
38,management,single,tertiary,no,175,yes,yes,cellular,139,5,-1,0,unknown,no
29,services,single,secondary,no,32,yes,no,unknown,563,1,-1,0,unknown,yes
26,unemployed,single,tertiary,no,2170,no,no,cellular,317,1,-1,0,unknown,no
48,technician,married,secondary,no,427,no,no,cellular,202,14,-1,0,unknown,no
30,admin.,single,secondary,no,1374,yes,no,unknown,207,1,-1,0,unknown,no
54,management,married,tertiary,no,2883,no,no,cellular,1126,5,-1,0,unknown,no
39,technician,married,secondary,no,0,yes,no,cellular,137,1,300,1,failure,no
45,management,single,tertiary,no,871,no,no,cellular,230,5,-1,0,unknown,no
34,technician,single,tertiary,no,2733,no,no,cellular,604,1,-1,0,unknown,yes
34,technician,married,tertiary,no,100,no,no,cellular,196,2,-1,0,unknown,no
31,blue-collar,single,secondary,no,239,yes,no,cellular,666,1,360,1,success,yes
30,technician,married,secondary,no,274,yes,yes,cellular,97,2,-1,0,unknown,no
40,technician,married,secondary,no,2576,yes,yes,unknown,10,11,-1,0,unknown,no
39,management,married,primary,no,0,no,no,unknown,308,7,-1,0,unknown,no
35,management,married,tertiary,no,3168,no,no,cellular,24,30,-1,0,unknown,no
42,unemployed,married,secondary,no,-165,yes,yes,unknown,179,3,-1,0,unknown,no
48,entrepreneur,divorced,tertiary,no,3520,yes,no,cellular,73,4,-1,0,unknown,no
38,management,married,tertiary,no,-70,yes,no,cellular,140,1,2,3,other,no
40,technician,married,tertiary,no,4396,no,no,unknown,1195,2,-1,0,unknown,no
51,management,single,tertiary,no,4305,yes,no,cellular,126,1,-1,0,unknown,no
37,admin.,single,secondary,no,9,yes,no,cellular,165,1,-1,0,unknown,no
30,blue-collar,married,primary,no,123,yes,no,cellular,55,4,-1,0,unknown,no
49,blue-collar,married,primary,no,-117,no,no,cellular,53,6,-1,0,unknown,no
36,admin.,married,secondary,no,-423,yes,yes,unknown,106,1,-1,0,unknown,no
42,technician,married,secondary,no,4837,no,no,cellular,91,2,-1,0,unknown,no
39,management,married,unknown,no,548,yes,no,cellular,154,2,-1,0,unknown,no
34,admin.,married,secondary,no,287,yes,no,unknown,149,8,-1,0,unknown,no
37,admin.,divorced,tertiary,no,4303,yes,no,unknown,168,1,-1,0,unknown,no
37,admin.,married,secondary,no,10465,no,no,unknown,144,6,-1,0,unknown,no
51,entrepreneur,married,secondary,no,653,yes,no,cellular,16,9,112,37,other,no
45,technician,divorced,secondary,no,-14,no,no,cellular,39,2,127,3,failure,no
34,self-employed,single,tertiary,no,1129,yes,no,unknown,103,2,-1,0,unknown,no
26,entrepreneur,single,secondary,no,265,yes,no,unknown,593,1,-1,0,unknown,no
26,admin.,single,tertiary,no,-164,yes,no,unknown,69,2,-1,0,unknown,no
45,entrepreneur,married,secondary,no,245,yes,no,unknown,126,3,-1,0,unknown,no
35,admin.,single,secondary,no,0,yes,no,cellular,376,3,-1,0,unknown,no
43,management,divorced,tertiary,no,-496,yes,yes,cellular,420,3,-1,0,unknown,no
37,admin.,married,secondary,no,536,yes,no,cellular,328,2,-1,0,unknown,no
39,blue-collar,married,secondary,no,481,no,no,cellular,38,8,-1,0,unknown,no
45,blue-collar,married,secondary,no,2644,yes,no,cellular,36,2,-1,0,unknown,no
36,blue-collar,married,unknown,no,1033,no,no,unknown,238,2,-1,0,unknown,no
55,admin.,married,secondary,no,0,no,no,cellular,16,28,-1,0,unknown,no
58,blue-collar,married,primary,no,76,yes,no,unknown,156,2,-1,0,unknown,no
37,technician,single,secondary,no,-274,yes,no,cellular,218,5,-1,0,unknown,no
58,management,divorced,tertiary,no,5701,no,no,cellular,354,1,87,1,success,yes
34,student,single,unknown,no,242,no,no,telephone,364,2,244,2,failure,no
38,admin.,married,tertiary,no,605,no,no,cellular,147,2,-1,0,unknown,no
46,management,single,tertiary,yes,-344,no,no,cellular,142,4,-1,0,unknown,no
30,management,single,tertiary,no,2708,no,no,cellular,479,1,-1,0,unknown,no
31,management,single,tertiary,no,949,yes,no,cellular,52,7,-1,0,unknown,no
78,retired,divorced,unknown,no,2628,no,no,telephone,129,2,-1,0,unknown,no
36,self-employed,married,secondary,no,189,yes,no,cellular,632,1,-1,0,unknown,no
23,admin.,single,secondary,no,5,yes,no,unknown,93,1,-1,0,unknown,no
43,blue-collar,married,secondary,no,10910,yes,no,cellular,66,2,-1,0,unknown,no
47,admin.,married,secondary,no,-121,yes,yes,cellular,167,4,314,4,failure,no
60,retired,married,secondary,no,18967,yes,no,cellular,177,2,-1,0,unknown,yes
26,self-employed,married,secondary,no,492,yes,yes,cellular,439,4,-1,0,unknown,no
58,retired,married,secondary,no,14412,no,no,cellular,297,1,-1,0,unknown,no
58,unemployed,married,tertiary,no,744,no,no,telephone,38,1,-1,0,unknown,no
36,services,married,tertiary,no,260,yes,no,cellular,167,3,299,2,failure,no
49,admin.,divorced,secondary,no,1180,no,no,cellular,139,2,181,4,success,no
45,admin.,married,secondary,no,111,yes,no,cellular,173,1,-1,0,unknown,no
34,management,single,tertiary,no,250,no,no,cellular,64,2,-1,0,unknown,no
32,admin.,single,secondary,no,12,yes,no,cellular,242,1,365,2,failure,no
47,housemaid,married,primary,no,1747,yes,no,cellular,325,1,-1,0,unknown,no
50,services,married,unknown,no,1688,no,no,telephone,156,2,-1,0,unknown,no
31,blue-collar,single,secondary,no,-159,no,yes,telephone,49,1,-1,0,unknown,no
57,retired,married,primary,no,7938,no,no,unknown,133,1,-1,0,unknown,no
55,management,married,tertiary,no,1161,yes,no,cellular,8,6,-1,0,unknown,no
38,technician,married,secondary,no,258,no,no,cellular,181,4,-1,0,unknown,no
54,admin.,married,primary,no,976,yes,no,unknown,137,3,-1,0,unknown,no
30,management,single,tertiary,no,368,yes,no,cellular,241,2,-1,0,unknown,no
39,management,married,tertiary,no,399,no,no,cellular,504,1,-1,0,unknown,no
23,admin.,single,secondary,no,0,yes,no,cellular,171,2,-1,0,unknown,no
33,management,single,tertiary,no,1530,no,no,cellular,88,25,-1,0,unknown,no
31,student,single,secondary,no,3511,no,no,cellular,667,1,-1,0,unknown,yes
34,services,single,secondary,no,267,no,no,cellular,449,2,-1,0,unknown,yes
44,management,married,secondary,no,2897,no,no,cellular,296,1,180,4,other,no
27,admin.,single,secondary,no,-215,yes,no,unknown,89,3,-1,0,unknown,no
46,blue-collar,married,secondary,no,2173,yes,no,unknown,98,5,-1,0,unknown,no
54,unemployed,single,secondary,no,3611,yes,no,cellular,81,1,-1,0,unknown,no
46,housemaid,married,primary,no,0,no,no,cellular,322,5,-1,0,unknown,no
26,blue-collar,single,secondary,no,381,yes,no,unknown,504,2,-1,0,unknown,no
30,housemaid,married,tertiary,no,113,yes,yes,cellular,230,3,-1,0,unknown,no
26,technician,single,tertiary,no,170,yes,no,cellular,486,1,-1,0,unknown,no
70,retired,married,secondary,no,2815,no,no,cellular,67,1,-1,0,unknown,no
31,blue-collar,married,secondary,no,557,yes,yes,unknown,185,1,-1,0,unknown,no
30,admin.,single,secondary,no,294,yes,yes,cellular,527,1,-1,0,unknown,no
34,blue-collar,married,primary,no,2490,yes,no,cellular,185,2,180,1,failure,no
36,technician,married,tertiary,no,60,no,no,cellular,209,2,-1,0,unknown,no
